finding_id,target_id,relation,half,note
#1667,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1667,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1668,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1668,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1668,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1668,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1669,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1669,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1669,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1670,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1671,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1672,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1673,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1674,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1675,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1675,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1676,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1676,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1677,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1677,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1678,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1679,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1680,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1680,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1681,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1682,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1682,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1683,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1684,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1685,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1686,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1687,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1687,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1688,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1689,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1689,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1690,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1690,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1691,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1692,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1692,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1693,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1693,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1694,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1694,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1695,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1695,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1696,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1696,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1697,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1698,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1699,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1700,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1701,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1702,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1703,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1703,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1704,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1704,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1705,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1706,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1706,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1707,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1707,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1708,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1708,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1709,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1709,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1710,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1710,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1711,DEF-02,WORDING-FOR,,Pass #4 cluster target: Reconstruction and Recoverability.
#1711,Preservation Register,WORDING-FOR,,Pass #4 cluster target: Reconstruction and Recoverability.
#1712,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1712,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1713,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1714,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1714,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1715,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1715,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1716,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1716,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1717,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1717,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1718,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1718,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1719,Governance Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1719,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1720,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1720,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1721,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1721,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1722,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1722,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1723,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1724,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1724,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1725,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1725,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1726,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1727,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1727,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1728,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1728,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1729,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1729,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1730,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1730,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1731,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1732,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1732,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1733,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1733,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1734,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1734,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1735,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1735,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1736,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#1737,IF-01,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#1737,Governance Register,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#1738,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1738,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1739,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1739,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1740,IF-01,WORDING-FOR,,Item-level override.
#1740,IF-02,WORDING-FOR,,Item-level override.
#1741,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1741,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1742,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1742,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1743,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1743,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1744,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1744,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1745,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1746,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1747,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1747,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1748,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1748,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1749,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1750,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1751,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1751,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1752,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1752,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1753,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1753,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1754,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1754,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1755,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1755,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1756,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1757,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1757,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1758,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1758,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1759,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1759,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1760,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1760,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1761,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1761,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1762,IF-01,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1762,Governance Register,MERGED-INTO,,Pass #4 cluster target: Institutional Authority and Adoption.
#1763,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1764,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1765,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1766,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1767,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1768,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1768,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1769,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1769,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1770,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1770,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1771,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1771,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1772,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1772,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1773,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1773,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1774,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1774,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1775,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1775,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1776,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1776,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1777,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1777,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#1778,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1779,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1780,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1780,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1781,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1782,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1782,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1783,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1783,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1784,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1784,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1785,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1786,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1786,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1787,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1787,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1788,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1789,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1790,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1790,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1790,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1790,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1791,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1792,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1793,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1794,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1794,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1795,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1796,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1796,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1797,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1797,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1798,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1798,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1798,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1799,CORE-01,WORDING-FOR,,Item-level override.
#1800,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1800,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1801,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1801,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1801,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1802,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1802,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1802,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1803,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1803,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1804,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1804,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1805,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1805,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1806,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1807,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1807,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1808,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1808,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1809,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1809,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1810,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1810,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1811,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1811,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1812,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1812,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1813,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1813,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1814,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1814,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1815,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1815,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1816,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1817,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1817,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1818,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1818,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1819,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1820,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1821,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1822,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1823,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1824,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1825,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1826,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1827,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1828,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1829,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1829,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1829,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1830,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1830,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1830,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1831,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1831,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1831,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1832,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1832,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1832,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#1833,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1833,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1834,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#1835,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1835,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1836,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1836,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1837,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1837,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1838,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1838,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1839,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1839,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1840,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1840,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#1841,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1841,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1842,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1843,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1844,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1844,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1845,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1845,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1846,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1846,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1847,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1847,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1848,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1848,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#1849,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#1850,CORE-03,WORDING-FOR,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1850,LIM-01,WORDING-FOR,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1851,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1851,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1852,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1852,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1853,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1854,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1855,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
