finding_id,finding_title,original_classification,original_disposition,original_cluster,original_confidence,final_disposition,primary_target,consolidation_parent,pass_resolution,is_survivor,is_mirror,notes
#1946,Spatial Ground Must Preserve the Distinction Between Membership and Value,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1947,Spatial Ground Must Preserve the Distinction Between Membership and Authority Over Place,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Rights / Governance Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1948,Spatial Ground Must Preserve the Distinction Between Membership and Institutional Recognition,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Change Control and Permanence,HIGH,Merged,CORE-06,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1949,Spatial Ground Must Preserve the Distinction Between Membership and Observation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1950,Spatial Ground Must Preserve the Distinction Between Membership and Memory,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1951,Spatial Ground Must Preserve the Distinction Between Membership and Documentation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#18,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1952,Spatial Ground Must Preserve the Distinction Between Membership and Enumeration,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#18,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1953,Spatial Ground Must Preserve the Distinction Between Membership and Materialization,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#18,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1954,Spatial Ground Must Preserve the Distinction Between Membership and Indexing,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1955,Spatial Ground Must Preserve the Distinction Between Membership and Discoverability,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1956,Spatial Ground Must Preserve the Distinction Between Membership and Accessibility,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1957,Spatial Ground Must Preserve the Distinction Between Membership and Availability,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Failure Semantics,HIGH,Merged,CORE-03b,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1958,Spatial Ground Must Preserve the Distinction Between Membership and Computability at a Given Moment,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,HIGH,Merged,CORE-03,#15,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1959,Spatial Ground Must Preserve the Distinction Between Membership and Cached State,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1960,Spatial Ground Must Preserve the Distinction Between Membership and Synchronization State,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1961,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Local Knowledge,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,HIGH,Merged,CORE-03,#15,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1962,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Replicated Knowledge,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1963,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Consensus About Truth,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1964,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Majority Belief,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1965,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Implementation Habit,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1966,Spatial Ground Must Preserve the Distinction Between Canonical Truth and De Facto Convention,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#1411,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1967,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Legacy Behavior,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Independent Implementation,HIGH,Merged,CORE-03c,#67,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1968,Spatial Ground Must Preserve the Distinction Between Canonical Truth and Backward Compatibility,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Change Control and Permanence,HIGH,Merged,CORE-06,#133,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1969,Spatial Ground Must Preserve the Distinction Between Compatibility and Equivalence,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#65,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1970,Spatial Ground Must Preserve the Distinction Between Exchangeability and Identity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#216,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1971,Spatial Ground Must Preserve the Distinction Between Serialization Identity and Spatial Identity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#29,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1972,Spatial Ground Must Preserve the Distinction Between Canonical Form and Canonical Meaning,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Canonical Equivalence,HIGH,Merged,DEF-05,#65,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1973,Spatial Ground Must Preserve the Distinction Between Parsing and Interpretation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Conformance and Validation,HIGH,Merged,DEF-04,#64,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1974,Spatial Ground Must Preserve the Distinction Between Syntax Error and Spatial Error,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Failure Semantics,HIGH,Merged,CORE-03b,#299,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1975,Spatial Ground Must Preserve the Distinction Between Valid Syntax and Valid Ground,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Conformance and Validation,HIGH,Merged,DEF-04,#64,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1976,Spatial Ground Must Preserve the Distinction Between Valid Ground and Adopted Ground,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#503,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1977,Spatial Ground Must Preserve the Distinction Between Adoption and Activation,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#503,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1978,Spatial Ground Must Preserve the Distinction Between Activation and Existence,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Change Control and Permanence,HIGH,Merged,CORE-06,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1979,Spatial Ground Must Preserve the Distinction Between Deactivation and Non-Existence,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Runtime Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1980,Spatial Ground Must Preserve the Distinction Between Availability and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1981,Spatial Ground Must Preserve the Distinction Between Persistence and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1982,Spatial Ground Must Preserve the Distinction Between Provenance and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1983,Spatial Ground Must Preserve the Distinction Between Governance and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#1740,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1984,Spatial Ground Must Preserve the Distinction Between Security and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1985,Spatial Ground Must Preserve the Distinction Between Storage and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1986,Spatial Ground Must Preserve the Distinction Between Computation and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1987,Spatial Ground Must Preserve the Distinction Between Query and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1988,Spatial Ground Must Preserve the Distinction Between Validation and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Conformance and Validation,HIGH,Merged,DEF-04,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1989,Spatial Ground Must Preserve the Distinction Between Certification and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Institutional Authority and Adoption,HIGH,Merged,IF-01,#965,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1990,Spatial Ground Must Preserve the Distinction Between Attestation and Ontology,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1991,Spatial Ground Must Preserve the Distinction Between Record Survival and Spatial Survival,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Preservation and Archival Survival,HIGH,Merged,Preservation Register,#84,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1992,Spatial Ground Must Preserve the Distinction Between Record Loss and Canonical Loss,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Reconstruction and Recoverability,HIGH,Merged,DEF-02,#542,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1993,Spatial Ground Must Preserve the Distinction Between Recoverability and Convenience,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Reconstruction and Recoverability,HIGH,Merged,DEF-02,#10,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1994,Spatial Ground Must Preserve the Distinction Between Convenience and Necessity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#58,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1995,Spatial Ground Must Preserve the Distinction Between Operational Dependency and Canonical Dependency,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,TRUE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1996,Spatial Ground Must Preserve the Distinction Between Technical Debt and Canonical Debt,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#58,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1997,Spatial Ground Must Minimize Canonical Debt,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#58,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1998,Spatial Ground Must Preserve Architectural Freedom Through Canonical Restraint,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#143,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1999,Spatial Ground Must Preserve Permanent Certainty Only Where Necessary,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#15,P4-D15,TRUE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2000,Spatial Ground Must Establish Place Without Capturing the Future,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Core World-Space Membership,HIGH,Merged,CORE-01,#1,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2001,Spatial Ground Must Distinguish Foundational Silence From Missing Design,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2002,Spatial Ground Must Preserve Deliberate Non-Commitment,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#58,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2003,Spatial Ground Must Make Deliberate Deferral Explicit,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Layer Boundaries,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2004,Spatial Ground Must Prevent Deferred Questions From Returning as Hidden Assumptions,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2005,Spatial Ground Must Preserve Future Choice by Avoiding Premature Answers,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#143,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2006,Spatial Ground Must Treat Canonical Silence as a Design Asset,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#143,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2007,Spatial Ground Must Distinguish Unknown Higher Meaning From Unknown Ground Truth,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,HIGH,Merged,CORE-03,#15,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2008,Spatial Ground Must Permit Higher Ambiguity Without Foundational Ambiguity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2009,Spatial Ground Must Permit Higher Evolution Without Foundational Reclassification,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Change Control and Permanence,HIGH,Merged,CORE-06,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2010,Spatial Ground Must Preserve World Membership as the Stable Baseline,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#89,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2011,Spatial Ground Must Distinguish Baseline Truth From Higher Defaults,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#23,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2012,Spatial Ground Must Prevent Default Configuration From Becoming Canon,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2013,Spatial Ground Must Preserve Explicit Canon Over Implicit Convention,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#1411,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2014,Spatial Ground Must Avoid “Obvious” Unwritten Spatial Rules,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2015,Spatial Ground Must Be Written for Unfamiliar Future Readers,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Terminology Discipline,HIGH,Merged,Terminology Register,#69,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2016,Spatial Ground Must Preserve Definitions Across Cultural and Technical Distance,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Terminology Discipline,HIGH,Merged,Terminology Register,#70,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#2017,Spatial Ground Must Minimize Reliance on Contemporary Spatial Intuition,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Terminology Discipline,HIGH,Merged,Terminology Register,#1053,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
